employeeExternalId,locationId,locationExternalId,type,currentBalance,availableBalance,accrued,carryOverBalance,taken
541690,9897df6d-f763-4220-ab3d-6734d2e9e815,72103,Vacation,43,43,0,43,0
541690,9897df6d-f763-4220-ab3d-6734d2e9e815,72103,Personal,27,27,0,27,0
541690,9897df6d-f763-4220-ab3d-6734d2e9e815,72103,Take 5 Day,8,8,0,8,0
835554,401ae263-5778-437a-a93c-a5caae5c1883,819,Vacation,32.12,32.12,0,32.12,0
835554,401ae263-5778-437a-a93c-a5caae5c1883,819,Personal,40,40,0,40,0
835554,401ae263-5778-437a-a93c-a5caae5c1883,819,Take 5 Day,8,8,0,8,0
786391,ba18e2b7-74bc-4e11-85d6-0522027077f7,1165,Personal,40,40,0,40,0
786391,ba18e2b7-74bc-4e11-85d6-0522027077f7,1165,Vacation,0,0,0,0,0
786391,ba18e2b7-74bc-4e11-85d6-0522027077f7,1165,Take 5 Day,8,8,0,8,0
794428,d432660e-a45b-4551-a77c-752071ff8c0b,1392,Vacation,38,38,0,38,0
794428,d432660e-a45b-4551-a77c-752071ff8c0b,1392,CA Sick,47,47,0,47,0
794428,d432660e-a45b-4551-a77c-752071ff8c0b,1392,Take 5 Day,8,8,0,8,0
794428,d432660e-a45b-4551-a77c-752071ff8c0b,1392,WOW Week,0,0,0,0,0
837357,0548aab8-4d85-4b4b-bb22-33ee1b326c02,1148,Personal,40,40,0,40,0
837357,0548aab8-4d85-4b4b-bb22-33ee1b326c02,1148,Take 5 Day,8,8,0,8,0
839201,d6650e5c-9e0c-45ce-8de5-ffe3cdb7e221,8007,Sick Earned,18.58,18.58,0,18.58,0
216006,3197176b-7a3d-4a17-b31e-d1bc8c686995,558,Vacation,18,18,0,18,0
216006,3197176b-7a3d-4a17-b31e-d1bc8c686995,558,Personal,8,8,0,8,0
216006,3197176b-7a3d-4a17-b31e-d1bc8c686995,558,Take 5 Day,8,8,0,8,0
792873,c8d061bc-f6a3-4b37-947d-a82eb987fd00,8116,Sick Earned,9,9,0,9,0
797806,af0d7260-d232-4959-9de5-e12368e43888,245,Vacation,32,32,0,32,0
797806,af0d7260-d232-4959-9de5-e12368e43888,245,Personal,16,16,0,16,0
797806,af0d7260-d232-4959-9de5-e12368e43888,245,Take 5 Day,8,8,0,8,0
544707,1467d8fc-d8b7-4454-8d89-50c972d75897,349,Sick Earned,9,9,0,9,0
779374,ad66408e-8b64-4ccd-9f89-15b9dcc83bac,1429,CA Sick,6.52,6.52,0,6.52,0
826318,041ab422-e386-4832-90c2-e61c7f3e0518,8215,Sick Earned,0,0,0,0,0
541400,b06dfcdf-4131-4f2e-860c-e1b95a5ca999,99000,Vacation,120,120,120,0,0
541400,b06dfcdf-4131-4f2e-860c-e1b95a5ca999,99000,Personal,40,40,40,0,0
541400,b06dfcdf-4131-4f2e-860c-e1b95a5ca999,99000,Take 5 Day,0,0,0,0,0
541400,b06dfcdf-4131-4f2e-860c-e1b95a5ca999,99000,WOW Week,0,0,0,0,0
638241,10aa9de4-e354-466c-9a7b-39d939ecd4e1,6042,Vacation,8,8,0,8,0
638241,10aa9de4-e354-466c-9a7b-39d939ecd4e1,6042,Personal,5,5,0,5,0
638241,10aa9de4-e354-466c-9a7b-39d939ecd4e1,6042,Take 5 Day,8,8,0,8,0
833866,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,Vacation,20.78,20.78,0,20.78,0
833866,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,CA Sick,35.5,35.5,0,35.5,0
833866,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,Take 5 Day,8,8,0,8,0
833866,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,WOW Week,0,0,0,0,0
588671,030f2f28-dedc-4b2b-b681-d5c59abb6353,1372,Vacation,64,64,0,64,0
588671,030f2f28-dedc-4b2b-b681-d5c59abb6353,1372,CA Sick,18,18,0,18,0
588671,030f2f28-dedc-4b2b-b681-d5c59abb6353,1372,Take 5 Day,9,9,0,9,0
749497,e5aa1e41-a9c7-45aa-a6e6-62fa3842aee1,5114,Vacation,16,16,0,16,0
749497,e5aa1e41-a9c7-45aa-a6e6-62fa3842aee1,5114,Personal,8,8,0,8,0
749497,e5aa1e41-a9c7-45aa-a6e6-62fa3842aee1,5114,Take 5 Day,8,8,0,8,0
832801,1cefcb7b-76b1-4278-b0ea-4bc08873d884,438,Sick Earned,6.97,6.97,0,6.97,0
810435,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Vacation,16,16,0,16,0
810435,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Personal,40,40,0,40,0
810435,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Take 5 Day,8,8,0,8,0
771874,158c4ffa-6f8f-4c18-b7d8-9f51f210b240,1407,Vacation,32,32,0,32,0
771874,158c4ffa-6f8f-4c18-b7d8-9f51f210b240,1407,Personal,40,40,0,40,0
771874,158c4ffa-6f8f-4c18-b7d8-9f51f210b240,1407,Take 5 Day,8,8,0,8,0
839074,7af0cb94-dd30-42bd-8e6e-3330a83ddb7d,8020,Sick Earned,3.07,3.07,0,3.07,0
840379,0d5bbf76-a480-4c9c-a968-c5441e2ba8e5,312,Sick Earned,3.82,3.82,0,3.82,0
834844,a5fc4001-23ed-4dde-aa5c-a2030e6c55ff,8194,Sick Earned,10.68,10.68,0,10.68,0
639160,a285c134-cb92-45e8-b608-c984598a218a,7027,Personal,18,18,0,18,0
639160,a285c134-cb92-45e8-b608-c984598a218a,7027,Vacation,47.85,47.85,0,47.85,0
639160,a285c134-cb92-45e8-b608-c984598a218a,7027,Take 5 Day,9,9,0,9,0
542736,2c87e27f-9a87-4f19-85c3-4e8b83cd4c5c,706,Personal,4,4,0,4,0
782135,44d56334-dcf2-435c-b59f-db5850647aad,405,Vacation,16,16,0,16,0
782135,44d56334-dcf2-435c-b59f-db5850647aad,405,Personal,8,8,0,8,0
782135,44d56334-dcf2-435c-b59f-db5850647aad,405,Take 5 Day,8,8,0,8,0
828416,800f63a2-0215-4c3b-a991-2cc1ffc1453b,8188,Sick Earned,13.87,13.87,0,13.87,0
594970,39aad8bc-a1c9-457e-9528-678ecfd9a257,1348,CA Sick,48,48,0,48,0
711217,511f6414-9e28-42fb-9c72-76badec5c090,1315,CA Sick,13,13,0,13,0
796472,9f6d8667-92fb-4084-9ec1-a16f7b43aeaa,3055,Sick Earned,33.75,33.75,0,33.75,0
523990,edfaf439-785f-4561-829f-efc88b33e714,7081,Personal,45,45,0,45,0
523990,edfaf439-785f-4561-829f-efc88b33e714,7081,Vacation,10,10,0,10,0
523990,edfaf439-785f-4561-829f-efc88b33e714,7081,Take 5 Day,9,9,0,9,0
740761,34ac66c6-dae6-43bb-942c-543b56f7e557,5062,Vacation,19,19,0,19,0
740761,34ac66c6-dae6-43bb-942c-543b56f7e557,5062,Personal,40,40,0,40,0
740761,34ac66c6-dae6-43bb-942c-543b56f7e557,5062,Take 5 Day,8,8,0,8,0
805871,fce4f2dd-017e-422c-8ed1-6b035c2548c9,8129,Sick Earned,0,0,0,0,0
628344,acb077fc-81df-449f-a407-312883ccb90a,248,Sick Earned,6.12,6.12,0,6.12,0
585397,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Vacation,120,120,120,0,0
585397,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Personal,40,40,40,0,0
585397,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Take 5 Day,0,0,0,0,0
585397,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,WOW Week,0,0,0,0,0
819887,95ab269e-f70e-482e-a9f9-3d1c8e39bc0c,201,Sick Earned,4.3,4.3,0,4.3,0
780291,6b85c35d-8261-43a3-9de8-152e1ba0f2e2,1356,CA Sick,16.03,16.03,0,16.03,0
841606,0fc17e02-fd73-4257-a43c-fce2c6bab4fe,8060,Sick Earned,4.4,4.4,0,4.4,0
804938,9f06bde3-1e75-41e8-a796-0e2ca2474ae9,8205,Sick Earned,17.02,17.02,0,17.02,0
790993,ad02260a-53df-47f2-a928-38f423ad8e40,808,Vacation,24,24,0,24,0
790993,ad02260a-53df-47f2-a928-38f423ad8e40,808,Personal,32,32,0,32,0
790993,ad02260a-53df-47f2-a928-38f423ad8e40,808,Take 5 Day,8,8,0,8,0
846640,141f6b03-1950-4187-adb6-e73246b21c3a,184,Sick Earned,2.27,2.27,0,2.27,0
744824,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Vacation,120,120,120,0,0
744824,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Personal,40,40,40,0,0
744824,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Take 5 Day,0,0,0,0,0
744824,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,WOW Week,0,0,0,0,0
833660,0e28c9b6-4b98-412c-85a4-aecb034aa9bd,813,Personal,3.67,3.67,0,3.67,0
824587,00502acc-fd52-45a5-930c-d911e0ccbdb6,1472,Sick Earned,0,0,0,0,0
827491,df03b728-5d1b-457f-87b3-d12ccab0f165,242,Sick Earned,0,0,0,0,0
539008,b8d60777-68e6-4407-b072-4a11c5516606,1128,Personal,32,32,0,32,0
539008,b8d60777-68e6-4407-b072-4a11c5516606,1128,Vacation,90,90,0,90,0
539008,b8d60777-68e6-4407-b072-4a11c5516606,1128,Take 5 Day,8,8,0,8,0
552805,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Vacation,0,0,0,0,0
552805,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Personal,40,40,0,40,0
552805,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Take 5 Day,8,8,0,8,0
812323,fa4b06ad-035b-4827-bf43-5763714d1321,8122,Personal,21,21,0,21,0
812323,fa4b06ad-035b-4827-bf43-5763714d1321,8122,Vacation,8,8,0,8,0
812323,fa4b06ad-035b-4827-bf43-5763714d1321,8122,Take 5 Day,8,8,0,8,0
844313,80076cb3-19bc-4195-a13a-94cbeb6babfd,72057,Vacation,40,40,0,40,0
844313,80076cb3-19bc-4195-a13a-94cbeb6babfd,72057,Personal,40,40,0,40,0
844313,80076cb3-19bc-4195-a13a-94cbeb6babfd,72057,Take 5 Day,8,8,0,8,0
839518,256b4300-e3a3-405d-ab55-ff6c844cd442,309,Sick Earned,0,0,0,0,0
752965,e179d78b-6071-4893-88ec-6c4844ec885c,6163,Vacation,24,24,0,24,0
752965,e179d78b-6071-4893-88ec-6c4844ec885c,6163,Personal,40,40,0,40,0
752965,e179d78b-6071-4893-88ec-6c4844ec885c,6163,Take 5 Day,8,8,0,8,0
819903,95ef097b-39dd-42e7-a80a-43e9b5192256,1363,CA Sick,7,7,0,7,0
220959,8851dca0-6181-428e-b945-34d4cc54f39f,72023,Vacation,80,80,0,80,0
220959,8851dca0-6181-428e-b945-34d4cc54f39f,72023,Personal,40,40,0,40,0
220959,8851dca0-6181-428e-b945-34d4cc54f39f,72023,Take 5 Day,8,8,0,8,0
201122,2c9f33e2-a103-4b4e-bab6-b13cfd708397,125,Sick Earned,4,4,0,4,0
821606,698db7dd-7d96-4dfd-abd0-760ebe1fd9a1,1411,CA Sick,1.03,1.03,0,1.03,0
758966,d824d39c-c0e8-4b13-b11f-b38407d9f3de,3059,Personal,24,24,0,24,0
758966,d824d39c-c0e8-4b13-b11f-b38407d9f3de,3059,Vacation,80,80,0,80,0
758966,d824d39c-c0e8-4b13-b11f-b38407d9f3de,3059,Take 5 Day,8,8,0,8,0
793160,78a1a7ba-5c84-45a4-8e39-78faff500140,1326,CA Sick,38.27,38.27,0,38.27,0
749735,830e21af-16a2-44b5-9457-85d1f30c5047,154,Sick Earned,40,40,0,40,0
791375,155d1f13-b517-4f01-87b6-d5b0c1d0258e,233,Sick Earned,13.55,13.55,0,13.55,0
564305,349b1f93-57ce-440a-ab19-3644915ebc1c,8029,Vacation,40,40,0,40,0
564305,349b1f93-57ce-440a-ab19-3644915ebc1c,8029,Personal,8,8,0,8,0
564305,349b1f93-57ce-440a-ab19-3644915ebc1c,8029,Take 5 Day,8,8,0,8,0
836160,cfb5a5b2-4780-4758-85b1-7e5c06fd5628,8214,Sick Earned,4.07,4.07,0,4.07,0
767629,0f205103-34a8-4cd3-bda6-185b2bb01e61,209,Sick Earned,39.53,39.53,0,39.53,0
728930,be3a8db9-e78b-4495-ad9d-7f1e7a9f770c,1305,CA Sick,48,48,0,48,0
846353,715e7eb6-71a2-473e-87cc-ea4867ceb6ae,6121,Vacation,13.03,13.03,0,13.03,0
846353,715e7eb6-71a2-473e-87cc-ea4867ceb6ae,6121,Personal,40,40,0,40,0
846353,715e7eb6-71a2-473e-87cc-ea4867ceb6ae,6121,Take 5 Day,8,8,0,8,0
840748,19e616cd-fa6c-40dd-95e9-453344af7b0a,4045,Sick Earned,0,0,0,0,0
770810,2c1cb26a-2db9-4d51-809a-14b39e07cbd5,8059,Sick Earned,14,14,0,14,0
595144,be145e11-a952-4d02-acdc-37dfdbce5e3d,1308,CA Sick,8,8,0,8,0
770802,d7cc1d6e-afc9-46b1-a9d6-46b8a96f2d78,1408,CA Sick,3.58,3.58,0,3.58,0
842974,f601a612-a6f9-492e-b507-ed7ff7bce253,8103,Sick Earned,3.8,3.8,0,3.8,0
786880,a5fc4001-23ed-4dde-aa5c-a2030e6c55ff,8194,Sick Earned,44.52,44.52,0,44.52,0
810613,e4801036-e197-45ea-8242-4a6392ed23c9,1316,CA Sick,4,4,0,4,0
741359,c73e963f-f3a9-46fd-9c28-7ac7113f1daa,484,Personal,62,62,0,62,0
741359,c73e963f-f3a9-46fd-9c28-7ac7113f1daa,484,Vacation,9,9,0,9,0
741359,c73e963f-f3a9-46fd-9c28-7ac7113f1daa,484,Take 5 Day,9,9,0,9,0
210378,7e741ca4-fead-4f99-b06d-c88288310bf9,726,Vacation,32,32,0,32,0
210378,7e741ca4-fead-4f99-b06d-c88288310bf9,726,Personal,3,3,0,3,0
210378,7e741ca4-fead-4f99-b06d-c88288310bf9,726,Take 5 Day,8,8,0,8,0
839790,f8924e4b-afaf-48f4-82d4-97dd42b22780,303,Sick Earned,0,0,0,0,0
841191,0ff8c317-8384-499f-9d56-dd8e8b8a9a6d,181,Sick Earned,0,0,0,0,0
771322,2d0a66c2-27c6-4deb-8244-d69bde6a81c3,8126,Personal,36,36,0,36,0
771322,2d0a66c2-27c6-4deb-8244-d69bde6a81c3,8126,Vacation,90,90,0,90,0
771322,2d0a66c2-27c6-4deb-8244-d69bde6a81c3,8126,Take 5 Day,9,9,0,9,0
652039,991ca4fc-6e7e-47b0-85b3-88392fd37e25,5111,Vacation,49.15,49.15,0,49.15,0
652039,991ca4fc-6e7e-47b0-85b3-88392fd37e25,5111,Personal,16,16,0,16,0
652039,991ca4fc-6e7e-47b0-85b3-88392fd37e25,5111,Take 5 Day,8,8,0,8,0
688340,0c3f839f-4475-423e-a963-8ed5db1924d2,480,Sick Earned,56,56,0,56,0
739484,97f65b05-fbf5-4e66-9c3c-d1b620164993,3024,Personal,40,40,0,40,0
739484,97f65b05-fbf5-4e66-9c3c-d1b620164993,3024,Take 5 Day,8,8,0,8,0
701274,5cce0687-6be8-4f5d-87da-d850a5d2e7fe,1387,CA Sick,48,48,0,48,0
839718,5b9c2fc6-fdd4-44e7-99ee-2e185f31b821,8224,Personal,45,45,0,45,0
839718,5b9c2fc6-fdd4-44e7-99ee-2e185f31b821,8224,Vacation,27.65,27.65,0,27.65,0
839718,5b9c2fc6-fdd4-44e7-99ee-2e185f31b821,8224,Take 5 Day,9,9,0,9,0
838442,97f65b05-fbf5-4e66-9c3c-d1b620164993,3024,Sick Earned,10.23,10.23,0,10.23,0
700960,24df1267-6b43-4337-8cd6-4286ca2b4df6,136,Sick Earned,9.73,9.73,0,9.73,0
760799,30f48a17-f4b6-4add-ba3c-b7d13b372f1a,8056,Sick Earned,4,4,0,4,0
807119,f601a612-a6f9-492e-b507-ed7ff7bce253,8103,Sick Earned,17,17,0,17,0
792743,5f1129e6-ca90-4df8-82a4-4b2cde432311,308,Sick Earned,4.87,4.87,0,4.87,0
829424,16052eb4-d25c-4c8a-a9f0-49334d9405e1,3078,Sick Earned,10.48,10.48,0,10.48,0
830887,0798b6dc-fe0f-4630-a1c6-141bf42134fd,7085,Vacation,30.9,30.9,0,30.9,0
830887,0798b6dc-fe0f-4630-a1c6-141bf42134fd,7085,Personal,13,13,0,13,0
830887,0798b6dc-fe0f-4630-a1c6-141bf42134fd,7085,Take 5 Day,7,7,0,7,0
827149,1d9ef263-b88f-4474-b193-3c7968ace358,284,Vacation,29,29,0,29,0
827149,1d9ef263-b88f-4474-b193-3c7968ace358,284,Personal,40,40,0,40,0
827149,1d9ef263-b88f-4474-b193-3c7968ace358,284,Take 5 Day,8,8,0,8,0
564380,698db7dd-7d96-4dfd-abd0-760ebe1fd9a1,1411,CA Sick,0,0,0,0,0
789911,181a5b4b-c7d3-464c-a091-d7ce5ed4361e,1358,Sick Earned,7.87,7.87,0,7.87,0
807596,bf92cd22-da9a-425b-83b2-5e211f0f18a5,1417,Sick Earned,8.67,8.67,0,8.67,0
837768,eea0e12a-4b8a-4da4-9b82-926aa52f5690,440,Sick Earned,3.97,3.97,0,3.97,0
793289,48de30e4-0365-4420-9664-f35b05f574f7,8052,Sick Earned,3,3,0,3,0
791973,81825f9e-cf75-4818-b41b-e80d545ee9c1,7094,Personal,0,0,0,0,0
838668,845937b8-fdc6-49b6-b82b-05360b57165b,7055,Personal,4.03,4.03,0,4.03,0
797625,1e7346f5-65cc-4e59-bf03-91c9a6f3d5b3,8062,Sick Earned,15,15,0,15,0
826004,34b5d514-ba05-4457-a352-7cdd679ed8bc,8185,Sick Earned,19.13,19.13,0,19.13,0
621082,1e2614b2-b566-4475-af8b-58c5291a2efe,352,Sick Earned,10,10,0,10,0
617105,289c484e-4fa1-45d6-9f0f-0d48a7def5a3,351,Sick Earned,8,8,0,8,0
841481,091b279a-89a2-4102-a0fa-4826d0437017,8019,Sick Earned,6.12,6.12,0,6.12,0
775790,c02a6d13-326d-4615-b5c5-b3dc1a98bf41,1432,Vacation,0,0,0,0,0
775790,c02a6d13-326d-4615-b5c5-b3dc1a98bf41,1432,CA Sick,48,48,0,48,0
775790,c02a6d13-326d-4615-b5c5-b3dc1a98bf41,1432,Take 5 Day,8,8,0,8,0
843775,18fa2a91-9c33-4fb7-b27d-d9e775fc1168,8117,Sick Earned,5,5,0,5,0
827497,1fe64415-6087-4679-990f-200e05e72f77,427,Sick Earned,0,0,0,0,0
666480,3555bf07-16e5-468c-b7c5-71bbb72123b3,62061,Vacation,40,40,0,40,0
666480,3555bf07-16e5-468c-b7c5-71bbb72123b3,62061,Personal,8,8,0,8,0
666480,3555bf07-16e5-468c-b7c5-71bbb72123b3,62061,Take 5 Day,8,8,0,8,0
834786,18fa2a91-9c33-4fb7-b27d-d9e775fc1168,8117,Sick Earned,0,0,0,0,0
832103,ef24963f-df2e-48a8-ab6e-a8b038772c1c,326,Sick Earned,5.42,5.42,0,5.42,0
788861,d9cb6f70-f78f-4131-bd40-b97b6a510ba4,1353,CA Sick,0,0,0,0,0
804047,e3412ad4-5f38-480d-ba08-fa6259873085,7080,Vacation,5.25,5.25,0,5.25,0
804047,e3412ad4-5f38-480d-ba08-fa6259873085,7080,Sick Earned,23.15,23.15,0,23.15,0
837218,d432660e-a45b-4551-a77c-752071ff8c0b,1392,CA Sick,5.87,5.87,0,5.87,0
843466,b7c3354c-5289-47cd-94ab-3d4026dbdc56,1371,CA Sick,7.97,7.97,0,7.97,0
824384,3f99a144-0712-4a20-80a6-ba82bab17ba0,1452,Vacation,0,0,0,0,0
824384,3f99a144-0712-4a20-80a6-ba82bab17ba0,1452,Personal,40,40,0,40,0
824384,3f99a144-0712-4a20-80a6-ba82bab17ba0,1452,Take 5 Day,8,8,0,8,0
840519,92def27c-4846-47b4-b17c-d5dd3fa7d7e0,3000,Sick Earned,0,0,0,0,0
707360,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Vacation,51,51,0,51,0
707360,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Personal,39,39,0,39,0
707360,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Take 5 Day,8,8,0,8,0
838731,be171feb-e796-4897-853c-af732032795e,432,Vacation,25.47,25.47,0,25.47,0
838731,be171feb-e796-4897-853c-af732032795e,432,Personal,40,40,0,40,0
838731,be171feb-e796-4897-853c-af732032795e,432,Take 5 Day,8,8,0,8,0
788641,a0606d75-9a23-411e-89e3-fed3dc928c70,1389,Vacation,42,42,0,42,0
788641,a0606d75-9a23-411e-89e3-fed3dc928c70,1389,CA Sick,30,30,0,30,0
788641,a0606d75-9a23-411e-89e3-fed3dc928c70,1389,Take 5 Day,9,9,0,9,0
805381,f3e0b5a1-fe17-4c36-a46f-7f0a31a9400d,6041,Personal,8,8,0,8,0
805381,f3e0b5a1-fe17-4c36-a46f-7f0a31a9400d,6041,Take 5 Day,8,8,0,8,0
233061,446a22d0-ee87-4079-b522-169e07b2adc3,6068,Personal,40,40,0,40,0
233061,446a22d0-ee87-4079-b522-169e07b2adc3,6068,Vacation,0,0,0,0,0
233061,446a22d0-ee87-4079-b522-169e07b2adc3,6068,Take 5 Day,8,8,0,8,0
782559,8e2e5fa9-1222-4634-9aa1-f25767416382,314,Sick Earned,0,0,0,0,0
806886,19e616cd-fa6c-40dd-95e9-453344af7b0a,4045,Sick Earned,21.18,21.18,0,21.18,0
807294,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Vacation,120,120,120,0,0
807294,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Personal,40,40,40,0,0
807294,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Take 5 Day,0,0,0,0,0
807294,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,WOW Week,0,0,0,0,0
841074,57ce4150-d737-4f2b-95ad-1fce602d343e,7172,Personal,0,0,0,0,0
817302,e9123d96-d5a3-4758-bed4-f322c4d081ec,1312,CA Sick,4,4,0,4,0
831555,ab663842-d9d8-4884-a584-3b35ba8a0438,1359,Sick Earned,13.15,13.15,0,13.15,0
774574,1d9e3854-946a-47e1-8e61-37350ea2ee97,8078,Personal,8,8,0,8,0
774574,1d9e3854-946a-47e1-8e61-37350ea2ee97,8078,Vacation,40,40,0,40,0
774574,1d9e3854-946a-47e1-8e61-37350ea2ee97,8078,Take 5 Day,9,9,0,9,0
838575,ec4b7361-6e09-4222-8d9c-c5a0ce149069,8202,Sick Earned,1.32,1.32,0,1.32,0
742971,883a22ff-e90d-4399-bc5e-6b03842e1777,1158,Vacation,8,8,0,8,0
742971,883a22ff-e90d-4399-bc5e-6b03842e1777,1158,Personal,29,29,0,29,0
742971,883a22ff-e90d-4399-bc5e-6b03842e1777,1158,Take 5 Day,8,8,0,8,0
840084,43fd6673-015d-4862-9f2b-3402c39f2265,745,Sick Earned,3.12,3.12,0,3.12,0
636619,b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,Vacation,24,24,0,24,0
636619,b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,CA Sick,48,48,0,48,0
636619,b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,Take 5 Day,8,8,0,8,0
636619,b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,WOW Week,0,0,0,0,0
521467,31e37619-25eb-4472-a8f3-4b19c403d6a8,6136,Personal,45,45,0,45,0
521467,31e37619-25eb-4472-a8f3-4b19c403d6a8,6136,Vacation,72,72,0,72,0
521467,31e37619-25eb-4472-a8f3-4b19c403d6a8,6136,Take 5 Day,9,9,0,9,0
724740,e7bf516a-207b-4023-a295-602bbf1cebc0,5023,Personal,14,14,0,14,0
724740,e7bf516a-207b-4023-a295-602bbf1cebc0,5023,Take 5 Day,8,8,0,8,0
761139,3f3131ef-121f-4941-8162-56b5ab8b5ea2,6126,Vacation,24,24,0,24,0
761139,3f3131ef-121f-4941-8162-56b5ab8b5ea2,6126,Personal,40,40,0,40,0
761139,3f3131ef-121f-4941-8162-56b5ab8b5ea2,6126,Take 5 Day,8,8,0,8,0
842008,acbe96bd-112e-4c11-a4c7-4f38b9184aa3,4080,Sick Earned,2.63,2.63,0,2.63,0
507027,8caa647e-3e20-4cef-adc3-983c35ab0dd1,8088,Vacation,60,60,0,60,0
507027,8caa647e-3e20-4cef-adc3-983c35ab0dd1,8088,Personal,8,8,0,8,0
507027,8caa647e-3e20-4cef-adc3-983c35ab0dd1,8088,Take 5 Day,8,8,0,8,0
806695,846a2586-bb9f-418f-8539-570779ede496,8008,Sick Earned,42.57,42.57,0,42.57,0
838206,445901ec-d94c-4949-95ee-3dc3d0e75752,304,Sick Earned,2.63,2.63,0,2.63,0
826547,a6ef24db-4c4a-41db-9cf5-b1de3ee70507,342,Sick Earned,12,12,0,12,0
845111,a70bccd6-fc3a-42fc-8e4f-c6253bcf9e29,8200,Sick Earned,4.85,4.85,0,4.85,0
789426,dac44d9e-52d1-4a4d-b3ea-e2ce2c661a59,152,Sick Earned,7,7,0,7,0
735749,d5f979c6-4215-44ab-aa50-c7db9a6f6292,1369,CA Sick,4,4,0,4,0
735202,b7c3354c-5289-47cd-94ab-3d4026dbdc56,1371,CA Sick,16,16,0,16,0
735202,b7c3354c-5289-47cd-94ab-3d4026dbdc56,1371,Take 5 Day,8,8,0,8,0
749854,f885cd07-754d-4c86-94aa-44e701456e2e,8171,Vacation,0,0,0,0,0
749854,f885cd07-754d-4c86-94aa-44e701456e2e,8171,Personal,40,40,0,40,0
749854,f885cd07-754d-4c86-94aa-44e701456e2e,8171,Take 5 Day,8,8,0,8,0
828265,5887be47-2912-476b-a3f2-d45f79ed3bec,6051,Vacation,42.07,42.07,0,42.07,0
828265,5887be47-2912-476b-a3f2-d45f79ed3bec,6051,Personal,15,15,0,15,0
828265,5887be47-2912-476b-a3f2-d45f79ed3bec,6051,Take 5 Day,8,8,0,8,0
790170,bca2cda5-e96b-40d8-9cb2-180e60f60342,492,Sick Earned,8,8,0,8,0
753890,cd8031f0-d86c-43cb-8cfd-147789dc12bf,5066,Vacation,20,20,0,20,0
753890,cd8031f0-d86c-43cb-8cfd-147789dc12bf,5066,Personal,40,40,1,39,0
753890,cd8031f0-d86c-43cb-8cfd-147789dc12bf,5066,Take 5 Day,8,8,0,8,0
685682,a56ac90a-80e3-4ee4-b845-43b201be48b9,4017,Sick Earned,2.58,2.58,0,2.58,0
301829,64479bdd-cab5-4b7f-8a67-7d0f56ea0561,7040,Personal,40,40,0,40,0
301829,64479bdd-cab5-4b7f-8a67-7d0f56ea0561,7040,Vacation,26.67,26.67,0,26.67,0
301829,64479bdd-cab5-4b7f-8a67-7d0f56ea0561,7040,Take 5 Day,8,8,0,8,0
779622,a8066bdd-f27b-4bfd-8ce0-6bb1b3cf8f52,6008,Personal,37,37,0,37,0
779622,a8066bdd-f27b-4bfd-8ce0-6bb1b3cf8f52,6008,Vacation,36,36,0,36,0
779622,a8066bdd-f27b-4bfd-8ce0-6bb1b3cf8f52,6008,Take 5 Day,9,9,0,9,0
841209,d6857ed0-2514-4714-a6ee-a0770b4a3ab8,318,Sick Earned,0,0,0,0,0
759342,3903c0dd-a318-4448-bdae-19eb92c1c95c,8144,Vacation,36.53,36.53,0,36.53,0
759342,3903c0dd-a318-4448-bdae-19eb92c1c95c,8144,Personal,40,40,0,40,0
759342,3903c0dd-a318-4448-bdae-19eb92c1c95c,8144,Take 5 Day,8,8,0,8,0
834119,48de30e4-0365-4420-9664-f35b05f574f7,8052,Sick Earned,8,8,0,8,0
748981,4677995a-0a74-4bbc-bcf3-d689a3634eb4,8125,Sick Earned,40,40,0,40,0
